"0","1","2","3","4","5","6","7","8","9"
""," ErlingHaaland Man City 18"," Harry Kane Spurs 11"," Aleksandar Mitrovic Fulham 9"," Miguel Almirón Newcastle 8"," Ivan Toney Brentford 8"," Rodrigo Leeds 7"," Leandro Trossard Brighton 7"," Roberto Firmino Liverpool 6"," Phil Foden Man City 6"
